3000,Motorolla,normal,on,92,90
2000,Motorolla,normal,on,80,92
1000,Motorolla,normal,on,91,94
3000,Motorolla,normal,on,93,86
1000,Motorolla,normal,on,93,88
2000,Motorolla,normal,on,90,94
3000,Motorolla,normal,on,94,87
1000,Motorolla,normal,on,82,92
2000,Motorolla,normal,on,80,90
3000,Motorolla,normal,on,95,82
1000,Motorolla,normal,on,89,92
2000,Motorolla,normal,on,90,85
3000,Motorolla,normal,on,96,93
1000,Motorolla,normal,on,80,87
2000,Motorolla,normal,on,81,88
3000,Motorolla,normal,on,97,93
2000,Motorolla,normal,on,90,91
1000,Motorolla,normal,on,90,89
3000,Motorolla,normal,on,98,82
1000,Motorolla,normal,on,85,87
2000,Motorolla,normal,on,85,92
3000,Motorolla,normal,on,99,86
1000,Motorolla,normal,on,85,90
2000,Motorolla,normal,on,90,88
3000,Motorolla,normal,on,100,83
1000,Motorolla,normal,on,94,90
2000,Motorolla,normal,on,89,94
3000,Motorolla,normal,on,101,81
2000,Motorolla,normal,on,91,90
1000,Motorolla,normal,on,88,94
3000,Motorolla,normal,on,102,87
2000,Motorolla,normal,on,84,91
1000,Motorolla,normal,on,94,88
3000,Motorolla,normal,on,103,87
2000,Motorolla,normal,on,82,94
1000,Motorolla,normal,on,91,92
3000,Motorolla,normal,on,104,83
2000,Motorolla,normal,on,87,87
1000,Motorolla,normal,on,88,92
3000,Motorolla,normal,on,105,90
2000,Motorolla,normal,on,90,92
1000,Motorolla,normal,on,94,87
3000,Motorolla,normal,on,106,81
2000,Motorolla,normal,on,91,87
1000,Motorolla,normal,on,80,90
3000,Motorolla,normal,on,107,83
1000,Motorolla,normal,on,93,94
2000,Motorolla,normal,on,86,90
3000,Motorolla,normal,on,108,83
2000,Motorolla,normal,on,82,85
1000,Motorolla,normal,on,88,94
3000,Motorolla,normal,on,109,93
2000,Motorolla,normal,on,80,92
1000,Motorolla,normal,on,80,89
3000,Motorolla,normal,on,83,87
2000,Motorolla,normal,on,81,84
1000,Motorolla,normal,on,81,86
3000,Motorolla,normal,on,90,86
1000,Motorolla,normal,on,82,80
2000,Motorolla,normal,on,82,86
3000,Motorolla,normal,on,91,87
1000,Motorolla,normal,on,83,92
2000,Motorolla,normal,on,83,88
3000,Motorolla,normal,on,93,85
1000,Motorolla,normal,on,84,80
2000,Motorolla,normal,on,84,91
3000,Motorolla,normal,on,90,94
1000,Motorolla,normal,on,85,81
2000,Motorolla,normal,on,85,80
3000,Motorolla,normal,on,80,89
2000,Motorolla,normal,on,86,87
1000,Motorolla,normal,on,86,93
3000,Motorolla,normal,on,92,87
1000,Motorolla,normal,on,87,85
2000,Motorolla,normal,on,87,80
3000,Motorolla,normal,on,82,91
1000,Motorolla,normal,on,88,84
2000,Motorolla,normal,on,88,89
3000,Motorolla,normal,on,82,88
1000,Motorolla,normal,on,89,83
2000,Motorolla,normal,on,89,94
3000,Motorolla,normal,on,93,90
1000,Motorolla,normal,on,90,85
2000,Motorolla,normal,on,90,94
3000,Motorolla,normal,on,91,90
2000,Motorolla,normal,on,91,92
1000,Motorolla,normal,on,91,94
3000,Motorolla,normal,on,91,90
2000,Motorolla,normal,on,92,83
1000,Motorolla,normal,on,92,90
3000,Motorolla,normal,on,92,85
2000,Motorolla,normal,on,93,92
1000,Motorolla,normal,on,93,81
3000,Motorolla,normal,on,83,90
2000,Motorolla,normal,on,94,84
1000,Motorolla,normal,on,94,83
3000,Motorolla,normal,on,84,85
2000,Motorolla,normal,on,95,89
1000,Motorolla,normal,on,95,90
3000,Motorolla,normal,on,80,88
1000,Motorolla,normal,on,96,88
2000,Motorolla,normal,on,96,91
3000,Motorolla,normal,on,87,90
1000,Motorolla,normal,on,97,88
2000,Motorolla,normal,on,97,87
3000,Motorolla,normal,on,94,88
1000,Motorolla,normal,on,98,82
2000,Motorolla,normal,on,98,86
3000,Motorolla,normal,on,82,90
1000,Motorolla,normal,on,99,82
2000,Motorolla,normal,on,99,86
3000,Motorolla,normal,on,94,91
1000,Motorolla,normal,on,100,89
2000,Motorolla,normal,on,100,87
3000,Motorolla,normal,on,93,85
1000,Motorolla,normal,on,101,81
2000,Motorolla,normal,on,101,80
3000,Motorolla,normal,on,85,93
1000,Motorolla,normal,on,102,90
2000,Motorolla,normal,on,102,93
3000,Motorolla,normal,on,93,89
1000,Motorolla,normal,on,103,89
2000,Motorolla,normal,on,103,83
3000,Motorolla,normal,on,89,91
1000,Motorolla,normal,on,104,81
1000,Motorolla,normal,on,105,93
1000,Motorolla,normal,on,106,85
1000,Motorolla,normal,on,107,83
1000,Motorolla,normal,on,108,93
1000,Motorolla,normal,on,109,93
1000,Motorolla,normal,on,80,89
1000,Motorolla,normal,on,81,92
1000,Motorolla,normal,on,82,92
3000,Motorolla,normal,on,93,94
3000,Motorolla,normal,on,82,93
3000,Motorolla,normal,on,92,90
3000,Motorolla,normal,on,88,91
3000,Motorolla,normal,on,85,87
3000,Motorolla,normal,on,90,86
3000,Motorolla,normal,on,89,93
3000,Motorolla,normal,on,86,85
2000,Motorolla,normal,on,104,90
2000,Motorolla,normal,on,105,83
2000,Motorolla,normal,on,106,80
2000,Motorolla,normal,on,107,85
2000,Motorolla,normal,on,108,83
2000,Motorolla,normal,on,109,82
2000,Motorolla,normal,on,80,91
2000,Motorolla,normal,on,81,84
2000,Motorolla,normal,on,82,83
3000,Motorolla,normal,on,89,88
1000,Motorolla,normal,on,83,88
2000,Motorolla,normal,on,83,85
3000,Motorolla,normal,on,86,85
1000,Motorolla,normal,on,84,94
2000,Motorolla,normal,on,84,86
3000,Motorolla,normal,on,80,85
1000,Motorolla,normal,on,85,84
2000,Motorolla,normal,on,85,83
3000,Motorolla,normal,on,85,89
1000,Motorolla,normal,on,86,81
2000,Motorolla,normal,on,86,84
3000,Motorolla,normal,on,88,93
1000,Motorolla,normal,on,87,88
2000,Motorolla,normal,on,87,83
3000,Motorolla,normal,on,85,88
1000,Motorolla,normal,on,88,85
2000,Motorolla,normal,on,88,84
3000,Motorolla,normal,on,93,89
1000,Motorolla,normal,on,89,92
2000,Motorolla,normal,on,89,84
3000,Motorolla,normal,on,85,85
1000,Motorolla,normal,on,90,90
2000,Motorolla,normal,on,90,88
3000,Motorolla,normal,on,81,92
1000,Motorolla,normal,on,91,80
2000,Motorolla,normal,on,91,93
3000,Motorolla,normal,on,91,87
1000,Motorolla,normal,on,92,88
2000,Motorolla,normal,on,92,90
3000,Motorolla,normal,on,87,94
1000,Motorolla,normal,on,93,91
2000,Motorolla,normal,on,93,85
3000,Motorolla,normal,on,84,90
1000,Motorolla,normal,on,94,86
2000,Motorolla,normal,on,94,91
3000,Motorolla,normal,on,88,89
1000,Motorolla,normal,on,95,89
2000,Motorolla,normal,on,95,81
3000,Motorolla,normal,on,91,89
1000,Motorolla,normal,on,96,86
2000,Motorolla,normal,on,96,93
3000,Motorolla,normal,on,87,89
1000,Motorolla,normal,on,97,81
2000,Motorolla,normal,on,97,90
3000,Motorolla,normal,on,84,94
2000,Motorolla,normal,on,98,82
1000,Motorolla,normal,on,98,89
3000,Motorolla,normal,on,88,88
1000,Motorolla,normal,on,99,89
2000,Motorolla,normal,on,99,81
3000,Motorolla,normal,on,93,93
1000,Motorolla,normal,on,100,94
2000,Motorolla,normal,on,100,84
3000,Motorolla,normal,on,80,87
2000,Motorolla,normal,on,101,83
1000,Motorolla,normal,on,101,85
3000,Motorolla,normal,on,94,93
2000,Motorolla,normal,on,102,94
1000,Motorolla,normal,on,102,86
3000,Motorolla,normal,on,89,93
2000,Motorolla,normal,on,103,85
1000,Motorolla,normal,on,103,91
3000,Motorolla,normal,on,87,92
2000,Motorolla,normal,on,104,81
1000,Motorolla,normal,on,104,89
3000,Motorolla,normal,on,92,85
2000,Motorolla,normal,on,105,89
1000,Motorolla,normal,on,105,89
3000,Motorolla,normal,on,85,90
2000,Motorolla,normal,on,106,85
1000,Motorolla,normal,on,106,87
3000,Motorolla,normal,on,85,85
2000,Motorolla,normal,on,107,87
1000,Motorolla,normal,on,107,94
3000,Motorolla,normal,on,82,86
1000,Motorolla,normal,on,108,81
2000,Motorolla,normal,on,108,94
3000,Motorolla,normal,on,93,85
1000,Motorolla,normal,on,109,85
2000,Motorolla,normal,on,109,84
3000,Motorolla,normal,on,92,86
1000,Motorolla,normal,on,88,85
2000,Motorolla,normal,on,82,88
3000,Motorolla,normal,on,86,93
1000,Motorolla,normal,on,89,86
2000,Motorolla,normal,on,82,87
3000,Motorolla,normal,on,82,86
1000,Motorolla,normal,on,94,93
2000,Motorolla,normal,on,85,85
3000,Motorolla,normal,on,84,92
1000,Motorolla,normal,on,94,89
2000,Motorolla,normal,on,80,87
3000,Motorolla,normal,on,81,86
2000,Motorolla,normal,on,87,86
1000,Motorolla,normal,on,81,90
3000,Motorolla,normal,on,90,87
2000,Motorolla,normal,on,80,87
1000,Motorolla,normal,on,93,85
1000,Motorolla,normal,on,90,89
2000,Motorolla,normal,on,87,86
3000,Motorolla,normal,on,93,86
1000,Motorolla,normal,on,81,87
1000,Motorolla,normal,on,93,91
1000,Motorolla,normal,on,85,93
1000,Motorolla,normal,on,92,85
1000,Motorolla,normal,on,82,94
1000,Motorolla,normal,on,85,94
1000,Motorolla,normal,on,88,86
1000,Motorolla,normal,on,84,91
2000,Motorolla,normal,on,85,94
2000,Motorolla,normal,on,82,90
2000,Motorolla,normal,on,89,89
2000,Motorolla,normal,on,94,94
2000,Motorolla,normal,on,88,94
2000,Motorolla,normal,on,82,88
2000,Motorolla,normal,on,94,87
2000,Motorolla,normal,on,94,85
3000,Motorolla,normal,on,88,94
1000,Motorolla,normal,on,82,93
3000,Motorolla,normal,on,80,85
3000,Motorolla,normal,on,85,93
3000,Motorolla,normal,on,85,85
3000,Motorolla,normal,on,82,94
3000,Motorolla,normal,on,85,86
3000,Motorolla,normal,on,80,90
3000,Motorolla,normal,on,83,89
2000,Motorolla,normal,on,87,90
3000,Motorolla,normal,on,80,86
3000,Motorolla,normal,on,92,86
1000,Motorolla,normal,on,92,94
2000,Motorolla,normal,on,82,86
1000,Motorolla,normal,on,81,94
3000,Motorolla,normal,on,91,94
2000,Motorolla,normal,on,89,91
1000,Motorolla,normal,on,87,87
2000,Motorolla,normal,on,89,91
3000,Motorolla,normal,on,83,86
3000,Motorolla,normal,on,81,89
2000,Motorolla,normal,on,89,90
1000,Motorolla,normal,on,86,85
3000,Motorolla,normal,on,89,91
2000,Motorolla,normal,on,84,91
1000,Motorolla,normal,on,80,86
3000,Motorolla,normal,on,88,85
1000,Motorolla,normal,on,91,86
2000,Motorolla,normal,on,94,94
3000,Motorolla,normal,on,91,94
1000,Motorolla,normal,on,80,92
2000,Motorolla,normal,on,93,90
3000,Motorolla,normal,on,87,87
1000,Motorolla,normal,on,92,93
2000,Motorolla,normal,on,86,85
3000,Motorolla,normal,on,81,90
1000,Motorolla,normal,on,93,91
2000,Motorolla,normal,on,80,92
3000,Motorolla,normal,on,80,87
1000,Motorolla,normal,on,93,91
2000,Motorolla,normal,on,93,87
3000,Motorolla,normal,on,89,88
1000,Motorolla,normal,on,89,85
2000,Motorolla,normal,on,93,88
3000,Motorolla,normal,on,90,88
1000,Motorolla,normal,on,89,94
2000,Motorolla,normal,on,92,89
3000,Motorolla,normal,on,90,85
1000,Motorolla,normal,on,92,93
2000,Motorolla,normal,on,81,93
3000,Motorolla,normal,on,87,94
1000,Motorolla,normal,on,93,93
2000,Motorolla,normal,on,92,86
3000,Motorolla,normal,on,87,88
1000,Motorolla,normal,on,80,91
2000,Motorolla,normal,on,86,87
3000,Motorolla,normal,on,91,93
1000,Motorolla,normal,on,81,91
2000,Motorolla,normal,on,89,94
3000,Motorolla,normal,on,93,85
1000,Motorolla,normal,on,82,91
2000,Motorolla,normal,on,90,91
3000,Motorolla,normal,on,86,85
3000,Motorolla,normal,on,88,89
3000,Motorolla,normal,on,87,92
3000,Motorolla,normal,on,92,90
3000,Motorolla,normal,on,86,88
3000,Motorolla,normal,on,92,89
3000,Motorolla,normal,on,91,91
3000,Motorolla,normal,on,86,86
3000,Motorolla,normal,on,81,91
3000,Motorolla,normal,on,83,91
2000,Motorolla,normal,on,88,88
2000,Motorolla,normal,on,86,86
2000,Motorolla,normal,on,81,92
1000,Motorolla,normal,on,83,85
1000,Motorolla,normal,on,84,90
1000,Motorolla,normal,on,85,82
1000,Motorolla,normal,on,86,91
1000,Motorolla,normal,on,87,85
1000,Motorolla,normal,on,88,81
1000,Motorolla,normal,on,89,90
1000,Motorolla,normal,on,90,80
1000,Motorolla,normal,on,91,82
1000,Motorolla,normal,on,92,91
1000,Motorolla,normal,on,93,86
1000,Motorolla,normal,on,94,82
1000,Motorolla,normal,on,95,93
2000,Motorolla,normal,on,85,85
2000,Motorolla,normal,on,88,91
2000,Motorolla,normal,on,90,85
2000,Motorolla,normal,on,83,87
2000,Motorolla,normal,on,88,87
2000,Motorolla,normal,on,85,87
2000,Motorolla,normal,on,86,88
2000,Motorolla,normal,on,88,88
2000,Motorolla,normal,on,80,92
2000,Motorolla,normal,on,90,93
3000,Motorolla,normal,on,81,87
3000,Motorolla,normal,on,86,91
3000,Motorolla,normal,on,80,93
1000,Motorolla,normal,on,96,92
3000,Motorolla,normal,on,90,90
2000,Motorolla,normal,on,82,85
1000,Motorolla,normal,on,97,88
3000,Motorolla,normal,on,94,88
2000,Motorolla,normal,on,83,85
1000,Motorolla,normal,on,98,81
3000,Motorolla,normal,on,84,89
2000,Motorolla,normal,on,89,93
1000,Motorolla,normal,on,99,85
3000,Motorolla,normal,on,88,89
2000,Motorolla,normal,on,83,88
1000,Motorolla,normal,on,100,84
3000,Motorolla,normal,on,83,91
2000,Motorolla,normal,on,85,91
1000,Motorolla,normal,on,101,90
3000,Motorolla,normal,on,91,89
2000,Motorolla,normal,on,82,92
1000,Motorolla,normal,on,102,84
3000,Motorolla,normal,on,81,92
2000,Motorolla,normal,on,85,89
1000,Motorolla,normal,on,103,91
2000,Motorolla,normal,on,92,91
3000,Motorolla,normal,on,83,88
1000,Motorolla,normal,on,104,91
2000,Motorolla,normal,on,91,94
3000,Motorolla,normal,on,87,94
1000,Motorolla,normal,on,105,92
3000,Motorolla,normal,on,89,86
2000,Motorolla,normal,on,90,88
1000,Motorolla,normal,on,106,81
2000,Motorolla,normal,on,88,94
3000,Motorolla,normal,on,80,92
1000,Motorolla,normal,on,107,81
2000,Motorolla,normal,on,82,87
3000,Motorolla,normal,on,83,94
1000,Motorolla,normal,on,108,87
3000,Motorolla,normal,on,86,91
2000,Motorolla,normal,on,83,87
1000,Motorolla,normal,on,109,86
2000,Motorolla,normal,on,86,88
3000,Motorolla,normal,on,90,92
1000,Motorolla,normal,on,87,88
2000,Motorolla,normal,on,80,93
3000,Motorolla,normal,on,92,88
1000,Motorolla,normal,on,92,91
2000,Motorolla,normal,on,81,93
3000,Motorolla,normal,on,80,87
1000,Motorolla,normal,on,85,93
2000,Motorolla,normal,on,82,94
3000,Motorolla,normal,on,81,89
1000,Motorolla,normal,on,82,89
2000,Motorolla,normal,on,83,84
3000,Motorolla,normal,on,82,85
1000,Motorolla,normal,on,83,92
2000,Motorolla,normal,on,84,87
3000,Motorolla,normal,on,83,88
1000,Motorolla,normal,on,91,89
2000,Motorolla,normal,on,85,86
3000,Motorolla,normal,on,84,87
1000,Motorolla,normal,on,84,93
3000,Motorolla,normal,on,85,87
2000,Motorolla,normal,on,86,92
1000,Motorolla,normal,on,85,93
2000,Motorolla,normal,on,87,85
3000,Motorolla,normal,on,86,94
1000,Motorolla,normal,on,82,91
2000,Motorolla,normal,on,88,90
3000,Motorolla,normal,on,87,89
1000,Motorolla,normal,on,81,88
3000,Motorolla,normal,on,88,89
2000,Motorolla,normal,on,89,93
1000,Motorolla,normal,on,87,92
3000,Motorolla,normal,on,89,87
2000,Motorolla,normal,on,90,86
1000,Motorolla,normal,on,89,92
2000,Motorolla,normal,on,91,88
3000,Motorolla,normal,on,90,81
1000,Motorolla,normal,on,83,93
3000,Motorolla,normal,on,91,93
2000,Motorolla,normal,on,92,81
1000,Motorolla,normal,on,86,85
2000,Motorolla,normal,on,93,81
3000,Motorolla,normal,on,92,88
1000,Motorolla,normal,on,91,92
2000,Motorolla,normal,on,94,82
3000,Motorolla,normal,on,93,83
1000,Motorolla,normal,on,80,87
2000,Motorolla,normal,on,95,80
3000,Motorolla,normal,on,94,93
1000,Motorolla,normal,on,82,93
2000,Motorolla,normal,on,96,81
3000,Motorolla,normal,on,95,86
1000,Motorolla,normal,on,86,90
3000,Motorolla,normal,on,96,83
2000,Motorolla,normal,on,97,80
1000,Motorolla,normal,on,86,93
3000,Motorolla,normal,on,97,93
2000,Motorolla,normal,on,98,80
1000,Motorolla,normal,on,87,92
2000,Motorolla,normal,on,99,82
3000,Motorolla,normal,on,98,89
1000,Motorolla,normal,on,91,92
2000,Motorolla,normal,on,100,84
3000,Motorolla,normal,on,99,90
1000,Motorolla,normal,on,94,87
3000,Motorolla,normal,on,100,91
2000,Motorolla,normal,on,101,93
1000,Motorolla,normal,on,81,90
3000,Motorolla,normal,on,101,82
2000,Motorolla,normal,on,102,84
1000,Motorolla,normal,on,87,85
3000,Motorolla,normal,on,102,89
2000,Motorolla,normal,on,103,86
1000,Motorolla,normal,on,90,93
3000,Motorolla,normal,on,103,84
2000,Motorolla,normal,on,104,80
1000,Motorolla,normal,on,85,87
3000,Motorolla,normal,on,104,86
2000,Motorolla,normal,on,105,82
1000,Motorolla,normal,on,89,93
3000,Motorolla,normal,on,105,91
2000,Motorolla,normal,on,106,91
1000,Motorolla,normal,on,81,94
2000,Motorolla,normal,on,107,87
3000,Motorolla,normal,on,106,85
1000,Motorolla,normal,on,83,87
3000,Motorolla,normal,on,107,93
2000,Motorolla,normal,on,108,88
1000,Motorolla,normal,on,86,89
3000,Motorolla,normal,on,108,87
2000,Motorolla,normal,on,109,83
3000,Motorolla,normal,on,109,85
1000,Motorolla,normal,on,92,90
2000,Motorolla,normal,on,80,94
1000,Motorolla,normal,on,88,92
3000,Motorolla,normal,on,93,87
2000,Motorolla,normal,on,81,85
1000,Motorolla,normal,on,80,90
2000,Motorolla,normal,on,82,94
3000,Motorolla,normal,on,88,93
1000,Motorolla,normal,on,80,87
3000,Motorolla,normal,on,80,91
2000,Motorolla,normal,on,83,94
1000,Motorolla,normal,on,92,94
2000,Motorolla,normal,on,84,94
3000,Motorolla,normal,on,83,92
1000,Motorolla,normal,on,80,94
2000,Motorolla,normal,on,85,86
3000,Motorolla,normal,on,82,86
1000,Motorolla,normal,on,81,88
3000,Motorolla,normal,on,93,93
2000,Motorolla,normal,on,86,85
1000,Motorolla,normal,on,90,85
3000,Motorolla,normal,on,91,85
2000,Motorolla,normal,on,87,84
1000,Motorolla,normal,on,93,91
3000,Motorolla,normal,on,83,90
2000,Motorolla,normal,on,88,86
1000,Motorolla,normal,on,83,91
3000,Motorolla,normal,on,87,92
2000,Motorolla,normal,on,89,82
1000,Motorolla,normal,on,88,85
3000,Motorolla,normal,on,90,93
2000,Motorolla,normal,on,90,82
1000,Motorolla,normal,on,87,94
3000,Motorolla,normal,on,85,90
2000,Motorolla,normal,on,91,82
1000,Motorolla,normal,on,86,91
3000,Motorolla,normal,on,80,91
2000,Motorolla,normal,on,92,83
1000,Motorolla,normal,on,87,90
3000,Motorolla,normal,on,87,94
2000,Motorolla,normal,on,93,91
1000,Motorolla,normal,on,80,89
3000,Motorolla,normal,on,92,93
2000,Motorolla,normal,on,94,90
1000,Motorolla,normal,on,84,85
3000,Motorolla,normal,on,87,86
2000,Motorolla,normal,on,95,83
1000,Motorolla,normal,on,88,93
3000,Motorolla,normal,on,83,93
2000,Motorolla,normal,on,96,92
1000,Motorolla,normal,on,82,87
3000,Motorolla,normal,on,88,86
2000,Motorolla,normal,on,97,89
1000,Motorolla,normal,on,85,85
3000,Motorolla,normal,on,87,86
2000,Motorolla,normal,on,98,80
1000,Motorolla,normal,on,83,85
3000,Motorolla,normal,on,83,87
2000,Motorolla,normal,on,99,94
1000,Motorolla,normal,on,81,92
3000,Motorolla,normal,on,85,87
2000,Motorolla,normal,on,100,92
1000,Motorolla,normal,on,88,87
3000,Motorolla,normal,on,80,85
2000,Motorolla,normal,on,101,88
1000,Motorolla,normal,on,83,86
3000,Motorolla,normal,on,85,87
2000,Motorolla,normal,on,102,94
1000,Motorolla,normal,on,82,91
3000,Motorolla,normal,on,92,85
2000,Motorolla,normal,on,103,91
1000,Motorolla,normal,on,82,91
3000,Motorolla,normal,on,83,86
2000,Motorolla,normal,on,104,82
1000,Motorolla,normal,on,90,92
3000,Motorolla,normal,on,81,91
2000,Motorolla,normal,on,105,93
1000,Motorolla,normal,on,80,88
3000,Motorolla,normal,on,94,86
2000,Motorolla,normal,on,106,88
1000,Motorolla,normal,on,81,89
3000,Motorolla,normal,on,82,92
2000,Motorolla,normal,on,107,94
1000,Motorolla,normal,on,88,89
3000,Motorolla,normal,on,90,86
2000,Motorolla,normal,on,108,89
1000,Motorolla,normal,on,82,85
3000,Motorolla,normal,on,90,93
2000,Motorolla,normal,on,109,80
1000,Motorolla,normal,on,94,85
3000,Motorolla,normal,on,92,88
2000,Motorolla,normal,on,89,90
1000,Motorolla,normal,on,84,91
3000,Motorolla,normal,on,80,91
2000,Motorolla,normal,on,90,86
1000,Motorolla,normal,on,81,90
3000,Motorolla,normal,on,84,87
2000,Motorolla,normal,on,88,86
1000,Motorolla,normal,on,88,92
3000,Motorolla,normal,on,90,91
2000,Motorolla,normal,on,85,90
1000,Motorolla,normal,on,80,91
3000,Motorolla,normal,on,87,91
2000,Motorolla,normal,on,83,89
1000,Motorolla,normal,on,93,90
3000,Motorolla,normal,on,82,90
2000,Motorolla,normal,on,89,91
1000,Motorolla,normal,on,91,86
2000,Motorolla,normal,on,89,94
3000,Motorolla,normal,on,81,87
2000,Motorolla,normal,on,84,88
1000,Motorolla,normal,on,94,89
3000,Motorolla,normal,on,83,90
1000,Motorolla,normal,on,90,91
3000,Motorolla,normal,on,86,91
2000,Motorolla,normal,on,92,87
1000,Motorolla,normal,on,93,87
3000,Motorolla,normal,on,81,88
2000,Motorolla,normal,on,93,93
1000,Motorolla,normal,on,84,91
3000,Motorolla,normal,on,92,85
2000,Motorolla,normal,on,94,85
1000,Motorolla,normal,on,85,92
2000,Motorolla,normal,on,89,92
3000,Motorolla,normal,on,88,90
1000,Motorolla,normal,on,82,88
3000,Motorolla,normal,on,91,90
2000,Motorolla,normal,on,82,93
1000,Motorolla,normal,on,93,89
3000,Motorolla,normal,on,93,92
2000,Motorolla,normal,on,94,91
1000,Motorolla,normal,on,86,91
3000,Motorolla,normal,on,87,89
2000,Motorolla,normal,on,91,93
1000,Motorolla,normal,on,93,91
2000,Motorolla,normal,on,88,90
3000,Motorolla,normal,on,84,92
1000,Motorolla,normal,on,90,92
3000,Motorolla,normal,on,93,88
2000,Motorolla,normal,on,86,91
1000,Motorolla,normal,on,84,90
2000,Motorolla,normal,on,83,94
3000,Motorolla,normal,on,83,94
1000,Motorolla,normal,on,88,89
3000,Motorolla,normal,on,92,89
2000,Motorolla,normal,on,85,91
1000,Motorolla,normal,on,90,87
